date_time,Unnamed: 0,ask,bid,ask_volume,bid_volume
2021-01-03 22:02:28.852,45,1.22412,1.22395,0.75,0.37
2021-01-03 22:02:28.903,46,1.22412,1.22392,0.75,6.36
2021-01-03 22:02:29.375,47,1.22412,1.22391,0.75,0.75
2021-01-03 22:02:33.720,48,1.22412,1.22392,0.75,0.37
2021-01-03 22:02:38.716,49,1.22412,1.22398,0.75,5.98
2021-01-03 22:02:40.867,50,1.22412,1.22392,0.75,0.37
2021-01-03 22:02:47.933,51,1.22412,1.22391,0.75,0.75
2021-01-03 22:02:50.211,52,1.22403,1.2239,0.75,0.37
2021-01-03 22:02:50.349,53,1.22403,1.22391,0.75,7.5
2021-01-03 22:02:50.515,54,1.22403,1.22382,0.75,0.75
2021-01-03 22:03:09.687,55,1.22404,1.22383,0.75,0.75
2021-01-03 22:03:22.044,56,1.22404,1.22396,0.75,0.75
2021-01-03 22:03:33.426,57,1.22405,1.22396,0.75,0.75
2021-01-03 22:03:38.072,58,1.22391,1.22384,0.75,0.75
2021-01-03 22:03:38.123,59,1.2239,1.22379,0.75,0.37
2021-01-03 22:03:38.224,60,1.22389,1.22379,0.75,0.75
2021-01-03 22:03:41.371,61,1.2239,1.22376,0.75,0.75
2021-01-03 22:03:48.661,62,1.22389,1.22376,9.02,0.75
2021-01-03 22:03:48.770,63,1.22388,1.22376,9.02,0.75
2021-01-03 22:03:49.168,64,1.2239,1.22376,0.75,0.75
2021-01-03 22:03:51.716,65,1.22387,1.22376,9.02,0.75
2021-01-03 22:03:52.605,66,1.2239,1.22376,0.75,0.75
2021-01-03 22:03:53.654,67,1.2239,1.22378,0.75,0.75
2021-01-03 22:03:58.721,68,1.22388,1.22378,9.02,0.75
2021-01-03 22:04:00.457,69,1.2239,1.22378,0.75,0.75
2021-01-03 22:04:03.716,70,1.22389,1.22378,9.02,0.75
2021-01-03 22:04:06.605,71,1.2239,1.22378,0.75,0.75
2021-01-03 22:04:12.185,72,1.2239,1.22371,9.02,1.5
2021-01-03 22:04:14.270,73,1.2239,1.22384,9.77,0.19
2021-01-03 22:04:14.656,74,1.22389,1.22384,9.02,0.19
2021-01-03 22:04:16.270,75,1.22389,1.22385,9.77,0.19
2021-01-03 22:04:35.635,76,1.22391,1.22384,1.5,0.19
2021-01-03 22:04:50.842,77,1.22373,1.22367,0.75,5.98
2021-01-03 22:04:50.893,78,1.22348,1.22303,0.75,0.75
2021-01-03 22:04:50.943,79,1.22348,1.2231,0.75,5.98
2021-01-03 22:04:51.044,80,1.22348,1.22303,0.75,0.75
2021-01-03 22:04:51.387,81,1.22348,1.22296,0.75,0.75
2021-01-03 22:04:52.047,82,1.22336,1.22296,9.02,0.75
2021-01-03 22:04:52.327,83,1.22336,1.22301,9.02,0.75
2021-01-03 22:04:54.097,84,1.22348,1.22301,0.75,0.75
2021-01-03 22:04:54.464,85,1.22348,1.223,0.75,0.37
2021-01-03 22:04:54.515,86,1.22348,1.22296,0.75,0.75
2021-01-03 22:04:55.780,87,1.22347,1.22301,0.75,0.37
2021-01-03 22:04:55.906,88,1.22348,1.22301,0.75,0.75
2021-01-03 22:04:57.072,89,1.22348,1.22296,0.75,0.75
2021-01-03 22:04:58.422,90,1.2236,1.22347,0.75,0.75
2021-01-03 22:05:05.434,91,1.2236,1.22347,0.75,0.75
2021-01-03 22:05:07.303,92,1.22346,1.22317,0.75,0.75
2021-01-03 22:05:10.958,93,1.22353,1.22337,0.75,0.75
2021-01-03 22:05:11.298,94,1.22354,1.22337,1.12,0.75
