Time (UTC),Open,High,Low,Close,Volume 
2021.12.30 22:00:00,1.13248,1.13863,1.13032,1.13667,50532.74
2022.01.02 22:00:00,1.1369,1.13782,1.12797,1.12965,82645.6585
2022.01.03 22:00:00,1.12965,1.13224,1.12721,1.12861,103505.09
