Time (UTC),Open,High,Low,Close,Volume 
2020.02.18 22:00:00,1.07906,1.08115,1.07822,1.08022,106436.2154
2020.02.19 22:00:00,1.08022,1.08211,1.07778,1.07838,142802.4415
2020.02.20 22:00:00,1.07843,1.08635,1.07843,1.08456,200502.85
2020.02.23 22:00:00,1.08145,1.0872,1.0805,1.08519,176178.729
2020.02.24 22:00:00,1.08519,1.08902,1.083,1.08806,186037.3403
2020.02.25 22:00:00,1.08806,1.09086,1.08549,1.08813,188356.4808
2020.02.26 22:00:00,1.08812,1.10064,1.08769,1.09998,214850.81
2020.02.27 22:00:00,1.09998,1.1053,1.09509,1.10251,252671.585
2020.03.01 22:00:00,1.10423,1.11845,1.10362,1.11331,249291.9488
2020.03.02 22:00:00,1.11327,1.12134,1.10953,1.11716,216215.855
2020.03.03 22:00:00,1.11715,1.11875,1.10955,1.11328,164485.685
2020.03.04 22:00:00,1.11328,1.12447,1.11195,1.12361,193127.79
2020.03.05 22:00:00,1.12361,1.13546,1.12112,1.12804,241330.9807
2020.03.08 21:00:00,1.13473,1.14954,1.1335,1.1439,298459.7685
2020.03.09 21:00:00,1.14285,1.14578,1.12749,1.12794,266412.1347
2020.03.10 21:00:00,1.12802,1.13667,1.12573,1.12682,198776.6637
2020.03.11 21:00:00,1.12682,1.13336,1.1055,1.11848,260011.1276
2020.03.12 21:00:00,1.11848,1.12213,1.1055,1.10992,239402.1089
2020.03.15 21:00:00,1.10705,1.12366,1.10705,1.1182,297556.9467
2020.03.16 21:00:00,1.1182,1.11891,1.0955,1.09971,277624.9348
2020.03.17 21:00:00,1.09971,1.10451,1.08016,1.0912,320029.4885
2020.03.18 21:00:00,1.0912,1.09818,1.0655,1.06911,303104.1894
2020.03.19 21:00:00,1.06913,1.08309,1.06375,1.06929,481684.7622
2020.03.22 21:00:00,1.07011,1.08279,1.06357,1.07239,468719.9048
2020.03.23 21:00:00,1.07233,1.08879,1.07204,1.07861,344016.555
2020.03.24 21:00:00,1.07861,1.08938,1.07599,1.08812,297512.1784
2020.03.25 21:00:00,1.08812,1.10587,1.08698,1.10302,282164.04
2020.03.26 21:00:00,1.10298,1.11473,1.09533,1.11379,258445.034
2020.03.29 21:00:00,1.11172,1.1144,1.101,1.10427,194602.4077
2020.03.30 21:00:00,1.10427,1.10545,1.09265,1.10299,315910.1103
2020.03.31 21:00:00,1.10286,1.1039,1.09026,1.09616,271412.5953
2020.04.01 21:00:00,1.09619,1.09684,1.08206,1.08561,296971.6477
2020.04.02 21:00:00,1.08557,1.08645,1.07727,1.07955,271889.174
2020.04.05 21:00:00,1.08082,1.08354,1.07683,1.0792,283322.888
2020.04.06 21:00:00,1.0792,1.09263,1.07835,1.08904,284007.77
2020.04.07 21:00:00,1.08903,1.09019,1.08299,1.08564,236735.987
2020.04.08 21:00:00,1.08559,1.09516,1.08409,1.09285,262590.775
2020.04.09 21:00:00,1.09286,1.09524,1.09192,1.09326,150858.0503
2020.04.12 21:00:00,1.09482,1.09678,1.08926,1.0912,164411.332
2020.04.13 21:00:00,1.09109,1.09871,1.09029,1.09798,227195.6333
2020.04.14 21:00:00,1.09794,1.09907,1.08564,1.09066,242782.58
2020.04.15 21:00:00,1.09076,1.09111,1.08166,1.08386,272079.0937
2020.04.16 21:00:00,1.08386,1.08926,1.08119,1.08711,265342.13
2020.04.19 21:00:00,1.08748,1.08967,1.08411,1.08607,205688.8427
2020.04.20 21:00:00,1.08611,1.08802,1.08165,1.08564,269583.29
2020.04.21 21:00:00,1.08563,1.08852,1.08032,1.08229,216659.8857
2020.04.22 21:00:00,1.08226,1.08466,1.0756,1.0776,279221.895
2020.04.23 21:00:00,1.0776,1.08294,1.07271,1.08196,236007.13
2020.04.26 21:00:00,1.08211,1.08602,1.08112,1.08286,204454.825
2020.04.27 21:00:00,1.08282,1.08884,1.08097,1.08186,214232.415
2020.04.28 21:00:00,1.08186,1.08856,1.08183,1.08724,216037.605
2020.04.29 21:00:00,1.08741,1.09726,1.0833,1.09539,287628.55
2020.04.30 21:00:00,1.09539,1.10187,1.09344,1.09777,195288.9337
2020.05.03 21:00:00,1.09676,1.09736,1.08956,1.09058,218738.9774
2020.05.04 21:00:00,1.09063,1.09258,1.08258,1.08377,231702.35
2020.05.05 21:00:00,1.08377,1.08456,1.07819,1.0793,243295.8824
2020.05.06 21:00:00,1.07934,1.08339,1.07665,1.08331,232904.04
2020.05.07 21:00:00,1.0834,1.08756,1.08151,1.08371,172159.191
2020.05.10 21:00:00,1.08265,1.08504,1.08005,1.08061,213421.74
2020.05.11 21:00:00,1.08059,1.08851,1.07843,1.08472,208817.575
2020.05.12 21:00:00,1.08475,1.08965,1.08116,1.08176,229573.075
2020.05.13 21:00:00,1.08176,1.08239,1.07748,1.0804,213507.6881
2020.05.14 21:00:00,1.08042,1.08509,1.07888,1.08183,205052.602
2020.05.17 21:00:00,1.08088,1.0927,1.07999,1.09154,201086.1509
2020.05.18 21:00:00,1.09155,1.09759,1.09021,1.09221,249931.144
2020.05.19 21:00:00,1.09219,1.09989,1.09186,1.09771,214430.1
2020.05.20 21:00:00,1.09769,1.10083,1.09371,1.09484,175101.849
2020.05.21 21:00:00,1.09472,1.09535,1.08852,1.0898,162130.2524
2020.05.24 21:00:00,1.08956,1.09144,1.08706,1.0895,97996.43
2020.05.25 21:00:00,1.0895,1.09957,1.08919,1.09816,202117.3175
2020.05.26 21:00:00,1.09812,1.10307,1.0934,1.10026,323507.24
2020.05.27 21:00:00,1.10024,1.10934,1.09916,1.10767,230033.97
2020.05.28 21:00:00,1.10767,1.11451,1.10698,1.11036,380449.8517
2020.05.31 21:00:00,1.11129,1.1154,1.11004,1.11353,244746.6634
2020.06.01 21:00:00,1.11353,1.11959,1.11151,1.11693,273133.1024
2020.06.02 21:00:00,1.1169,1.12577,1.11667,1.12328,244113.3764
2020.06.03 21:00:00,1.12325,1.13623,1.11947,1.1337,274067.76
2020.06.04 21:00:00,1.13367,1.13836,1.12784,1.12911,271855.155
2020.06.07 21:00:00,1.12934,1.13198,1.12682,1.12937,200343.6671
2020.06.08 21:00:00,1.12936,1.13638,1.12409,1.13395,236624.385
2020.06.09 21:00:00,1.13395,1.14224,1.13219,1.13729,249929.0646
2020.06.10 21:00:00,1.13729,1.14036,1.12885,1.12989,300185.08
2020.06.11 21:00:00,1.12989,1.13405,1.12125,1.1255,311745.4699
2020.06.14 21:00:00,1.12329,1.13324,1.12262,1.13228,291436.845
2020.06.15 21:00:00,1.13228,1.13532,1.12278,1.12631,236707.0975
2020.06.16 21:00:00,1.12629,1.12939,1.12068,1.12432,248437.5617
2020.06.17 21:00:00,1.12428,1.12613,1.11854,1.12055,235975.64
2020.06.18 21:00:00,1.12054,1.12542,1.1168,1.11759,239664.601
2020.06.21 21:00:00,1.11835,1.12698,1.11684,1.12597,180066.2649
2020.06.22 21:00:00,1.12597,1.13486,1.1233,1.13074,238122.341
2020.06.23 21:00:00,1.13073,1.13257,1.12482,1.12503,231204.875
2020.06.24 21:00:00,1.12503,1.12597,1.11903,1.1217,234684.12
2020.06.25 21:00:00,1.12181,1.12393,1.11951,1.1217,175079.052
2020.06.28 21:00:00,1.12149,1.12879,1.12149,1.1241,179170.7479
2020.06.29 21:00:00,1.12412,1.12619,1.1191,1.12336,196959.774
2020.06.30 21:00:00,1.1234,1.12751,1.11848,1.12507,186639.94
2020.07.01 21:00:00,1.12507,1.13026,1.12233,1.12388,184185.11
2020.07.02 21:00:00,1.12391,1.12518,1.12192,1.12464,146874.5163
2020.07.05 21:00:00,1.12433,1.13454,1.12411,1.13089,142461.675
2020.07.06 21:00:00,1.13087,1.13325,1.12588,1.12727,161140.34
2020.07.07 21:00:00,1.12725,1.13518,1.12623,1.13293,164988.7093
2020.07.08 21:00:00,1.13292,1.13706,1.12801,1.12846,199150.41
2020.07.09 21:00:00,1.12845,1.13247,1.12547,1.1299,180567.15
2020.07.12 21:00:00,1.13039,1.13748,1.13008,1.13435,240740.045
2020.07.13 21:00:00,1.13431,1.14086,1.13251,1.13993,356993.285
2020.07.14 21:00:00,1.1399,1.1452,1.1391,1.14113,308569.029
2020.07.15 21:00:00,1.14113,1.14417,1.13704,1.13834,286760.485
2020.07.16 21:00:00,1.13832,1.14436,1.13756,1.14269,180941.235
2020.07.19 21:00:00,1.14084,1.14677,1.14023,1.14472,287644.3436
2020.07.20 21:00:00,1.14472,1.15398,1.14228,1.15265,381991.79
2020.07.21 21:00:00,1.15268,1.16013,1.15068,1.15695,469647.155
2020.07.22 21:00:00,1.15693,1.16268,1.15403,1.15959,357670.275
2020.07.23 21:00:00,1.15959,1.1658,1.15812,1.16546,414395.3535
2020.07.26 21:00:00,1.1643,1.17813,1.16413,1.1751,340905.6
2020.07.27 21:00:00,1.17512,1.17736,1.16987,1.1715,345127.895
2020.07.28 21:00:00,1.17148,1.18061,1.17118,1.17907,338594.795
2020.07.29 21:00:00,1.1791,1.18482,1.17308,1.18467,336437.8083
2020.07.30 21:00:00,1.18465,1.19087,1.17617,1.17753,580493.21
2020.08.02 21:00:00,1.17725,1.17966,1.16959,1.17617,314524.6635
2020.08.03 21:00:00,1.17633,1.18059,1.17211,1.18028,430308.77
2020.08.04 21:00:00,1.18026,1.19048,1.17929,1.18629,1048544.36
2020.08.05 21:00:00,1.18627,1.1916,1.18179,1.18763,1292643.145
2020.08.06 21:00:00,1.18763,1.18828,1.17551,1.17862,434629.11
2020.08.09 21:00:00,1.17886,1.18006,1.17359,1.17371,301512.86
2020.08.10 21:00:00,1.17373,1.1808,1.17219,1.17395,586722.89
2020.08.11 21:00:00,1.17395,1.1817,1.1711,1.17835,626910.6461
2020.08.12 21:00:00,1.17835,1.18641,1.17796,1.18131,452405.645
2020.08.13 21:00:00,1.18126,1.18503,1.17817,1.18414,334420.315
2020.08.16 21:00:00,1.18389,1.18809,1.18286,1.18698,301857.7704
2020.08.17 21:00:00,1.18698,1.19656,1.18658,1.19305,323407.48
2020.08.18 21:00:00,1.19306,1.19526,1.18302,1.18385,529791.395
2020.08.19 21:00:00,1.18396,1.18686,1.18019,1.18599,429140.3625
2020.08.20 21:00:00,1.18599,1.18828,1.17541,1.17949,388376.9684
2020.08.23 21:00:00,1.17911,1.18495,1.17841,1.17873,217817.7417
2020.08.24 21:00:00,1.17871,1.18435,1.17841,1.18343,420332.1851
2020.08.25 21:00:00,1.1834,1.18391,1.17721,1.18298,275299.325
2020.08.26 21:00:00,1.18297,1.19018,1.17623,1.18215,465558.5
2020.08.27 21:00:00,1.18215,1.19197,1.18109,1.19018,572861.705
2020.08.30 21:00:00,1.18998,1.1966,1.1884,1.19361,998345.717
2020.08.31 21:00:00,1.19358,1.20113,1.19013,1.19113,375627.645
2020.09.01 21:00:00,1.19112,1.19287,1.18221,1.18547,727000.74
2020.09.02 21:00:00,1.18506,1.18646,1.17889,1.18512,888288.6477
2020.09.03 21:00:00,1.18513,1.18654,1.17809,1.18371,975069.88
2020.09.06 21:00:00,1.18432,1.18486,1.18117,1.18133,473109.8124
2020.09.07 21:00:00,1.18133,1.18273,1.17654,1.17737,904698.405
2020.09.08 21:00:00,1.17749,1.18339,1.17527,1.18025,847151.7283
2020.09.09 21:00:00,1.18026,1.19175,1.18004,1.18146,1079876.5924
2020.09.10 21:00:00,1.18145,1.18741,1.1813,1.18453,921866.9233
2020.09.13 21:00:00,1.18348,1.1888,1.18319,1.18643,908617.9723
2020.09.14 21:00:00,1.18648,1.19005,1.18395,1.18462,889556.0097
2020.09.15 21:00:00,1.18465,1.18825,1.17876,1.18155,999318.68
2020.09.16 21:00:00,1.18156,1.18524,1.17373,1.18477,1396941.4074
2020.09.17 21:00:00,1.18476,1.18705,1.1826,1.18385,1098599.235
2020.09.20 21:00:00,1.18369,1.18717,1.17317,1.17707,1326884.44
2020.09.21 21:00:00,1.17707,1.17735,1.16916,1.17077,1025213.65
2020.09.22 21:00:00,1.17074,1.17188,1.16513,1.16595,1081733.563
2020.09.23 21:00:00,1.1659,1.16869,1.16265,1.16708,1085492.73
2020.09.24 21:00:00,1.16706,1.1685,1.16121,1.16277,993353.685
2020.09.27 21:00:00,1.16271,1.16799,1.1615,1.1665,1022732.4388
2020.09.28 21:00:00,1.1665,1.17455,1.16614,1.17426,980638.705
2020.09.29 21:00:00,1.1743,1.17548,1.16847,1.1721,1341208.07
2020.09.30 21:00:00,1.1721,1.17696,1.17171,1.1746,1321574.37
2020.10.01 21:00:00,1.17489,1.17489,1.16956,1.17157,1400393.5725
2020.10.04 21:00:00,1.1711,1.17975,1.17053,1.17825,1043070.4036
2020.10.05 21:00:00,1.17825,1.18077,1.17317,1.17334,1202139.655
2020.10.06 21:00:00,1.17335,1.17818,1.17249,1.17604,1195938.1275
2020.10.07 21:00:00,1.176,1.17816,1.17326,1.17582,1112217.697
2020.10.08 21:00:00,1.17587,1.1831,1.17568,1.18248,1054360.17
2020.10.11 21:00:00,1.18103,1.18266,1.17867,1.1812,959558.47
2020.10.12 21:00:00,1.1812,1.18155,1.17304,1.1744,1191270.31
2020.10.13 21:00:00,1.17452,1.1771,1.17199,1.17452,1146763.69
2020.10.14 21:00:00,1.17452,1.17578,1.16884,1.17073,1052065.191
2020.10.15 21:00:00,1.17073,1.17462,1.16939,1.17132,952925.32
2020.10.18 21:00:00,1.17181,1.17936,1.17031,1.17695,682296.6885
2020.10.19 21:00:00,1.17695,1.18407,1.17598,1.18211,799622.3085
2020.10.20 21:00:00,1.18214,1.18807,1.18209,1.18598,949038.422
2020.10.21 21:00:00,1.18569,1.18668,1.18114,1.18177,932813.0831
2020.10.22 21:00:00,1.18177,1.18648,1.17866,1.18572,904441.49
2020.10.25 21:00:00,1.18546,1.18605,1.18032,1.18086,839654.8305
2020.10.26 21:00:00,1.1809,1.18387,1.17927,1.1795,787344.9255
2020.10.27 21:00:00,1.17949,1.17978,1.17178,1.17457,1065411.0177
2020.10.28 21:00:00,1.17457,1.17587,1.16501,1.16731,780362
2020.10.29 21:00:00,1.16743,1.17042,1.164,1.16431,917926.6925
2020.11.01 22:00:00,1.16498,1.16557,1.16221,1.16404,825009.724
2020.11.02 22:00:00,1.16404,1.17397,1.16318,1.1715,652729.068
2020.11.03 22:00:00,1.1715,1.17704,1.16026,1.17244,1304116.2785
2020.11.04 22:00:00,1.17251,1.18596,1.17107,1.18268,953757.5011
2020.11.05 22:00:00,1.18268,1.18908,1.17952,1.187,512782.1525
2020.11.08 22:00:00,1.18898,1.19199,1.17952,1.18127,698296.31
2020.11.09 22:00:00,1.18124,1.18432,1.17799,1.18127,628651.9695
2020.11.10 22:00:00,1.18127,1.18327,1.17454,1.17771,427459.865
2020.11.11 22:00:00,1.17771,1.18231,1.17585,1.18041,452031.2077
2020.11.12 22:00:00,1.18039,1.18374,1.17989,1.1831,383459.32
2020.11.15 22:00:00,1.18411,1.18689,1.18141,1.18516,391986.7163
2020.11.16 22:00:00,1.18509,1.18937,1.18425,1.18612,337998.865
2020.11.17 22:00:00,1.18607,1.18908,1.18491,1.18526,358563.1744
2020.11.18 22:00:00,1.18526,1.18825,1.18161,1.18745,412653.655
2020.11.19 22:00:00,1.18745,1.18908,1.18498,1.18544,393869.0473
2020.11.22 22:00:00,1.18538,1.1906,1.17997,1.18399,373709.3185
2020.11.23 22:00:00,1.18399,1.18961,1.18361,1.18905,453267.33
2020.11.24 22:00:00,1.18922,1.19297,1.18818,1.19157,438592.505
2020.11.25 22:00:00,1.19157,1.19409,1.18852,1.19127,309694.9054
2020.11.26 22:00:00,1.19125,1.19641,1.19068,1.1962,297590.699
2020.11.29 22:00:00,1.19614,1.20032,1.19236,1.19256,425824.109
2020.11.30 22:00:00,1.1926,1.20765,1.19249,1.20692,332544.315
2020.12.01 22:00:00,1.20691,1.21183,1.20399,1.21132,355342.2675
2020.12.02 22:00:00,1.21151,1.21746,1.2101,1.21454,370868.66
2020.12.03 22:00:00,1.21454,1.21773,1.21101,1.21202,424588.366
2020.12.06 22:00:00,1.21308,1.21662,1.20784,1.21091,406139.7792
2020.12.07 22:00:00,1.21091,1.21339,1.20953,1.21022,341450.0325
2020.12.08 22:00:00,1.21022,1.21475,1.20587,1.20799,241128.2357
2020.12.09 22:00:00,1.20779,1.21588,1.20748,1.21398,236319.6025
2020.12.10 22:00:00,1.2136,1.21629,1.21053,1.21086,195119.534
2020.12.13 22:00:00,1.21367,1.21767,1.21155,1.21432,163952.7717
2020.12.14 22:00:00,1.21432,1.21689,1.2121,1.21505,143355.2175
2020.12.15 22:00:00,1.21489,1.22121,1.2125,1.21985,172883.59
2020.12.16 22:00:00,1.21983,1.22726,1.21898,1.22656,168635.11
2020.12.17 22:00:00,1.22676,1.22718,1.22255,1.22559,162035.466
2020.12.20 22:00:00,1.2221,1.22529,1.21296,1.22432,234164.97
2020.12.21 22:00:00,1.22432,1.2257,1.2152,1.2161,204277.3113
2020.12.22 22:00:00,1.2161,1.2221,1.21538,1.2185,187712.7575
2020.12.23 22:00:00,1.21845,1.22156,1.21773,1.21844,149462.719
2020.12.24 22:00:00,1.21861,1.22031,1.21709,1.21922,5932.44
2020.12.27 22:00:00,1.2186,1.22502,1.21811,1.2216,140335.2873
2020.12.28 22:00:00,1.2216,1.2275,1.22073,1.22478,152064.8675
2020.12.29 22:00:00,1.22455,1.23101,1.22453,1.22952,158740.055
2020.12.30 22:00:00,1.22955,1.23092,1.22091,1.22141,164452.6337
